"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status","Rank","Detection_status"
"Q15029","EFTUD2","116 kDa U5 small nuclear ribonucleoprotein component","U5S1_HUMAN",0.744823872159088,0.0073810825587752,"109435.77",109,153,0.712418300653595,137,186,0.736559139784946,104,176,0.590909090909091,TRUE,"High_vs_Low",,,-0.667736596773369,0.397564550476757,"ok","ok",-0.145650048875855,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",11,"Not significant"
"Q9BTU6","PI4K2A","Phosphatidylinositol 4-kinase type 2-alpha","P4K2A_HUMAN",0.762185384277234,0.0065597667638483,"54022.36",100,153,0.65359477124183,138,186,0.741935483870968,105,176,0.596590909090909,TRUE,"High_vs_Low",,,-0.626600176565865,0.428573091916622,"ok","ok",-0.145344574780059,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",12,"Not significant"
"Q9UNS2","COPS3","COP9 signalosome complex subunit 3","CSN3_HUMAN",0.845221260038633,0.0058910162002945,"47873.13",99,153,0.647058823529412,120,186,0.645161290322581,88,176,0.5,TRUE,"High_vs_Low",,,-0.583105886648147,0.430595578359783,"ok","ok",-0.145161290322581,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",13,"Not significant"
"P06239","LCK","Tyrosine-protein kinase Lck","LCK_HUMAN",0.554654261394095,0.0073810825587752,"58000.6",88,153,0.57516339869281,125,186,0.672043010752688,93,176,0.528409090909091,TRUE,"High_vs_Low",,,-0.591984030780319,0.428573091916622,"ok","ok",-0.143633919843597,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",14,"Not significant"
"Q9UHG2","PCSK1N","ProSAAS","PCS1N_HUMAN",0.522782353621597,0.0073810825587752,"27372.37",87,153,0.568627450980392,113,186,0.60752688172043,82,176,0.465909090909091,TRUE,"High_vs_Low",,,-0.523264948448753,0.500733797285339,"ok","ok",-0.141617790811339,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",15,"Not significant"
"P51511","MMP15","Matrix metalloproteinase-15","MMP15_HUMAN",0.978347847296127,0.0073810825587752,"75806.93",101,153,0.660130718954248,143,186,0.768817204301075,112,176,0.636363636363636,TRUE,"High_vs_Low",,,-0.56497401349089,0.515586753520767,"ok","ok",-0.132453567937439,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",16,"Not significant"
"P11836","MS4A1","B-lymphocyte antigen CD20","CD20_HUMAN",0.603451314386203,0.0073810825587752,"33077.31",121,153,0.790849673202614,147,186,0.790322580645161,116,176,0.659090909090909,TRUE,"High_vs_Low",,,-0.655313563018233,0.428573091916622,"ok","ok",-0.131231671554252,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",17,"Not significant"
"Q9NR31","SAR1A","Small COPII coat GTPase SAR1A","SAR1A_HUMAN",1.63998880757682,0.0073810825587752,"22366.8",93,153,0.607843137254902,110,186,0.591397849462366,81,176,0.460227272727273,TRUE,"High_vs_Low",,,-0.459271181798158,0.580307764920098,"ok","ok",-0.131170576735093,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",18,"Not significant"
"Q07955","SRSF1","Serine/arginine-rich splicing factor 1","SRSF1_HUMAN",0.86737369292237,0.0072727272727272,"27744.57",109,153,0.712418300653595,133,186,0.71505376344086,103,176,0.585227272727273,TRUE,"High_vs_Low",,,-0.52827706971022,0.521831505928774,"ok","ok",-0.129826490713588,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",19,"Not significant"
"Q8IWA5","SLC44A2","Choline transporter-like protein 2","CTL2_HUMAN",0.538689756553954,0.0073810825587752,"80123.63",100,153,0.65359477124183,144,186,0.774193548387097,114,176,0.647727272727273,TRUE,"High_vs_Low",,,-0.477003745980533,0.650044822108072,"ok","ok",-0.126466275659824,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",20,"Not significant"
"P02724","GYPA","Glycophorin-A","GLPA_HUMAN",1.00461010864599,0.0073810825587752,"16429.62",104,153,0.679738562091503,109,186,0.586021505376344,81,176,0.460227272727273,TRUE,"High_vs_Low",,,-0.630475969298868,0.397564550476757,"ok","ok",-0.125794232649071,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",21,"Not significant"
"Q01844","EWSR1","RNA-binding protein EWS","EWS_HUMAN",0.621922602541055,0.0040983606557377,"68478.24",93,153,0.607843137254902,129,186,0.693548387096774,100,176,0.568181818181818,TRUE,"High_vs_Low",,,-0.543669685279888,0.500733797285339,"ok","ok",-0.125366568914956,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",22,"Not significant"
"P35754","GLRX","Glutaredoxin-1","GLRX1_HUMAN",1.11021049978127,0.0073810825587752,"11775.74",110,153,0.718954248366013,135,186,0.725806451612903,106,176,0.602272727272727,TRUE,"High_vs_Low",,,-0.556734361889584,0.500733797285339,"ok","ok",-0.123533724340176,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",23,"Not significant"
"Q9UBI6","GNG12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12","GBG12_HUMAN",0.567189951341047,0.0040983606557377,"8006.22",110,153,0.718954248366013,135,186,0.725806451612903,106,176,0.602272727272727,TRUE,"High_vs_Low",,,-0.497437846458135,0.558659180140129,"ok","ok",-0.123533724340176,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",24,"Not significant"
"P52272","HNRNPM","Heterogeneous nuclear ribonucleoprotein M","HNRPM_HUMAN",2.0697836104059,0.006765899864682,"77515.52",99,153,0.647058823529412,119,186,0.639784946236559,91,176,0.517045454545455,TRUE,"High_vs_Low",,,-0.494418596913196,0.53535853754439,"ok","ok",-0.122739491691105,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",25,"Not significant"
"Q68BL8","OLFML2B","Olfactomedin-like protein 2B","OLM2B_HUMAN",0.554544435807337,0.0040983606557377,"83998.91",103,153,0.673202614379085,141,186,0.758064516129032,112,176,0.636363636363636,TRUE,"High_vs_Low",,,-0.596672079024135,0.500733797285339,"ok","ok",-0.121700879765396,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",26,"Not significant"
"O60667","FCMR","Immunoglobulin mu Fc receptor","FCMR_HUMAN",0.659016514897636,0.0073810825587752,"43146.49",75,153,0.490196078431373,112,186,0.602150537634409,85,176,0.482954545454545,TRUE,"High_vs_Low",,,-0.40626546244913,0.650044822108072,"ok","ok",-0.119195992179863,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",27,"Not significant"
"P47972","NPTX2","Neuronal pentraxin-2","NPTX2_HUMAN",0.667711149480425,0.0072727272727272,"47041.55",123,153,0.803921568627451,150,186,0.806451612903226,121,176,0.6875,TRUE,"High_vs_Low",,,-0.64013232085416,0.500733797285339,"ok","ok",-0.118951612903226,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",28,"Not significant"
"Q9C0H2","TTYH3","Protein tweety homolog 3","TTYH3_HUMAN",1.22112389904312,0.0073810825587752,"57544.72",94,153,0.61437908496732,136,186,0.731182795698925,108,176,0.613636363636364,TRUE,"High_vs_Low",,,-0.398079529680961,0.748661580335633,"ok","ok",-0.117546432062561,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",29,"Not significant"
"Q13617","CUL2","Cullin-2","CUL2_HUMAN",1.3618154248441,0.0058910162002945,"86983.03",97,153,0.633986928104575,118,186,0.634408602150538,91,176,0.517045454545455,TRUE,"High_vs_Low",,,-0.482513385293808,0.544066933251653,"ok","ok",-0.117363147605083,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",30,"Not significant"
"A6NH11","GLTPD2","Glycolipid transfer protein domain-containing protein 2","GLTD2_HUMAN",0.666754554533093,0.0073810825587752,"31641.6",84,153,0.549019607843137,121,186,0.650537634408602,94,176,0.534090909090909,TRUE,"High_vs_Low",,,-0.456233019900479,0.580307764920098,"ok","ok",-0.116446725317693,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",31,"Not significant"
"O60613","SELENOF","Selenoprotein F","SEP15_HUMAN",0.525341519470899,0.0073810825587752,"18091.8",100,153,0.65359477124183,142,186,0.763440860215054,114,176,0.647727272727273,TRUE,"High_vs_Low",,,-0.483199671117673,0.592545372179803,"ok","ok",-0.115713587487781,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",32,"Not significant"
"P09543","CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN",0.982087001557307,0.0040983606557377,"47578.62",87,153,0.568627450980392,126,186,0.67741935483871,99,176,0.5625,TRUE,"High_vs_Low",,,-0.40186831752812,0.696105989126434,"ok","ok",-0.11491935483871,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",33,"Not significant"
"Q9Y5S9","RBM8A","RNA-binding protein 8A","RBM8A_HUMAN",1.09018585722087,0.0072727272727272,"19888.98",104,153,0.679738562091503,132,186,0.709677419354839,105,176,0.596590909090909,TRUE,"High_vs_Low",,,-0.522881132797933,0.53535853754439,"ok","ok",-0.11308651026393,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",34,"Not significant"
"P34096","RNASE4","Ribonuclease 4","RNAS4_HUMAN",0.643402767677525,0.0040983606557377,"16840.47",94,153,0.61437908496732,134,186,0.720430107526882,107,176,0.607954545454545,TRUE,"High_vs_Low",,,-0.631555211718166,0.428573091916622,"ok","ok",-0.112475562072336,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",35,"Not significant"
"Q08397","LOXL1","Lysyl oxidase homolog 1","LOXL1_HUMAN",0.549422062248841,0.0072727272727272,"63109.77",99,153,0.647058823529412,139,186,0.747311827956989,112,176,0.636363636363636,TRUE,"High_vs_Low",,,-0.38688584625644,0.771186435005632,"ok","ok",-0.110948191593353,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",36,"Not significant"
"P23435","CBLN1","Cerebellin-1","CBLN1_HUMAN",0.756086648534691,0.0073810825587752,"21097.17",91,153,0.594771241830065,121,186,0.650537634408602,95,176,0.539772727272727,TRUE,"High_vs_Low",,,-0.48410419150581,0.544066933251653,"ok","ok",-0.110764907135875,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",37,"Not significant"
"Q96RT1","ERBIN","Erbin","ERBIN_HUMAN",1.28995648921937,0.0073810825587752,"158298.11",117,153,0.764705882352941,150,186,0.806451612903226,123,176,0.698863636363636,TRUE,"High_vs_Low",,,-0.527865813340485,0.580307764920098,"ok","ok",-0.107587976539589,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",38,"Not significant"
"P02100","HBE1","Hemoglobin subunit epsilon","HBE_HUMAN",1.23080591587226,0.006765899864682,"16202.81",95,153,0.620915032679739,120,186,0.645161290322581,95,176,0.539772727272727,TRUE,"High_vs_Low",,,-0.429706522634757,0.60582767254184,"ok","ok",-0.105388563049853,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",39,"Not significant"
"P14778","IL1R1","Interleukin-1 receptor type 1","IL1R1_HUMAN",0.720595065598654,0.0073810825587752,"65402.46",101,153,0.660130718954248,140,186,0.752688172043011,114,176,0.647727272727273,TRUE,"High_vs_Low",,,-0.536326343744069,0.53535853754439,"ok","ok",-0.104960899315738,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",40,"Not significant"
"Q5JU69","TOR2A","Torsin-2A","TOR2A_HUMAN",0.667643935705379,0.006765899864682,"35714.28",91,153,0.594771241830065,140,186,0.752688172043011,114,176,0.647727272727273,TRUE,"High_vs_Low",,,-0.388636415189609,0.757526918183941,"ok","ok",-0.104960899315738,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",41,"Not significant"
"Q9Y4X3","CCL27","C-C motif chemokine 27","CCL27_HUMAN",0.560773708912706,0.0073810825587752,"12617.92",103,153,0.673202614379085,141,186,0.758064516129032,115,176,0.653409090909091,TRUE,"High_vs_Low",,,-0.47606046616081,0.594311810609231,"ok","ok",-0.104655425219941,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",42,"Not significant"
"P41159","LEP","Leptin","LEP_HUMAN",0.686734573353765,0.0072727272727272,"18640.57",120,153,0.784313725490196,144,186,0.774193548387097,118,176,0.670454545454545,TRUE,"High_vs_Low",,,-0.508746991224683,0.580307764920098,"ok","ok",-0.103739002932551,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",43,"Not significant"
"P04843","RPN1","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1","RPN1_HUMAN",1.56771972394609,0.006765899864682,"68569.42",89,153,0.581699346405229,126,186,0.67741935483871,101,176,0.573863636363636,TRUE,"High_vs_Low",,,-0.39047168859131,0.70602995743651,"ok","ok",-0.103555718475073,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",44,"Not significant"
"Q7KZF4","SND1","Staphylococcal nuclease domain-containing protein 1","SND1_HUMAN",16.8233262260691,0.0072727272727272,"101996.99",102,153,0.666666666666667,129,186,0.693548387096774,104,176,0.590909090909091,TRUE,"High_vs_Low",,,-0.416340101862842,0.650044822108072,"ok","ok",-0.102639296187683,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",45,"Not significant"
"P62424","RPL7A","Large ribosomal subunit protein eL8","RL7A_HUMAN",1.02746165412971,0.0072727272727272,"29995.62",111,153,0.725490196078431,132,186,0.709677419354839,107,176,0.607954545454545,TRUE,"High_vs_Low",,,-0.468506380168774,0.582073280469572,"ok","ok",-0.101722873900293,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",46,"Not significant"
"Q9H444","CHMP4B","Charged multivesicular body protein 4b","CHM4B_HUMAN",0.958138457223585,0.0072727272727272,"24950.15",110,153,0.718954248366013,132,186,0.709677419354839,107,176,0.607954545454545,TRUE,"High_vs_Low",,,-0.497278372717297,0.549105254060499,"ok","ok",-0.101722873900293,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",47,"Not significant"
"P25445","FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN",0.575228427621695,0.0072727272727272,"37732.2",94,153,0.61437908496732,117,186,0.629032258064516,93,176,0.528409090909091,TRUE,"High_vs_Low",,,-0.441142874078818,0.590402217012829,"ok","ok",-0.100623167155425,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",48,"Not significant"
"Q08499","PDE4D","3',5'-cyclic-AMP phosphodiesterase 4D","PDE4D_HUMAN",0.561528904693379,0.0073810825587752,"91114.89",92,153,0.601307189542484,119,186,0.639784946236559,95,176,0.539772727272727,TRUE,"High_vs_Low",,,-0.368223042846922,0.719864527450238,"ok","ok",-0.100012218963832,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",49,"Not significant"
"P0DOX4",,"Immunoglobulin epsilon heavy chain","IGE_HUMAN",1.46114083496896,0.0073810825587752,"60322.73",89,153,0.581699346405229,138,186,0.741935483870968,113,176,0.642045454545455,TRUE,"High_vs_Low",,,-0.433655165566104,0.650044822108072,"ok","ok",-0.0998900293255132,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",50,"Not significant"
"Q9BWD1","ACAT2","Acetyl-CoA acetyltransferase, cytosolic","THIC_HUMAN",0.872647811937727,0.0073810825587752,"41350.82",115,153,0.751633986928105,140,186,0.752688172043011,115,176,0.653409090909091,TRUE,"High_vs_Low",,,-0.464585303099731,0.604728449970207,"ok","ok",-0.0992790811339198,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",51,"Not significant"
"Q9Y662;Q9Y663","HS3ST3B1;HS3ST3A1","Heparan sulfate glucosamine 3-O-sulfotransferase 3B1;Heparan sulfate glucosamine 3-O-sulfotransferase 3A1","HS3SB_HUMAN;HS3SA_HUMAN",0.630722130244002,0.0073810825587752,"43324.08;44899.6",115,153,0.751633986928105,140,186,0.752688172043011,115,176,0.653409090909091,TRUE,"High_vs_Low",,,-0.479592740131101,0.587874714650908,"ok","ok",-0.0992790811339198,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",52,"Not significant"
"Q16674","MIA","Melanoma-derived growth regulatory protein","MIA_HUMAN",0.64266759241933,0.0016233766233766,"14508.88",110,153,0.718954248366013,141,186,0.758064516129032,116,176,0.659090909090909,TRUE,"High_vs_Low",,,-0.575512865388512,0.500733797285339,"ok","ok",-0.0989736070381232,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",53,"Not significant"
"Q99747","NAPG","Gamma-soluble NSF attachment protein","SNAG_HUMAN",1.10396902622664,0.006765899864682,"34746.29",106,153,0.69281045751634,123,186,0.661290322580645,99,176,0.5625,TRUE,"High_vs_Low",,,-0.373543883226521,0.718678725381421,"ok","ok",-0.0987903225806451,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",54,"Not significant"
"Q99816","TSG101","Tumor susceptibility gene 101 protein","TS101_HUMAN",0.902358083472308,0.006765899864682,"43944.32",93,153,0.607843137254902,123,186,0.661290322580645,99,176,0.5625,TRUE,"High_vs_Low",,,-0.352796616683042,0.765831935928648,"ok","ok",-0.0987903225806451,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",55,"Not significant"
"Q9NPC4","A4GALT","Lactosylceramide 4-alpha-galactosyltransferase","A4GAT_HUMAN",0.520654203147882,0.0072727272727272,"40499.17",112,153,0.73202614379085,142,186,0.763440860215054,117,176,0.664772727272727,TRUE,"High_vs_Low",,,-0.593090469999051,0.500733797285339,"ok","ok",-0.0986681329423265,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",56,"Not significant"
"Q13835","PKP1","Plakophilin-1","PKP1_HUMAN",1.38048205894977,0.0040983606557377,"82860.55",111,153,0.725490196078431,143,186,0.768817204301075,118,176,0.670454545454545,TRUE,"High_vs_Low",,,-0.595184328536393,0.500733797285339,"ok","ok",-0.0983626588465298,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",57,"Not significant"
"Q9NQU5","PAK6","Serine/threonine-protein kinase PAK 6","PAK6_HUMAN",1.64939877652868,0.0073810825587752,"74868.73",99,153,0.647058823529412,143,186,0.768817204301075,118,176,0.670454545454545,TRUE,"High_vs_Low",,,-0.463028176279071,0.628677456287579,"ok","ok",-0.0983626588465298,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",58,"Not significant"
"P69849;Q15155;Q5JPE7","NOMO3;NOMO1;NOMO2","BOS complex subunit NOMO3;BOS complex subunit NOMO1;BOS complex subunit NOMO2","NOMO3_HUMAN;NOMO1_HUMAN;NOMO2_HUMAN",0.684990613121727,0.0073810825587752,"134133.57;134323.94;139438.92",109,153,0.712418300653595,144,186,0.774193548387097,119,176,0.676136363636364,TRUE,"High_vs_Low",,,-0.400417591857954,0.75176083030007,"ok","ok",-0.0980571847507331,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",59,"Not significant"
"Q16827","PTPRO","Receptor-type tyrosine-protein phosphatase O","PTPRO_HUMAN",0.68667573781374,0.0073810825587752,"138343.92",118,153,0.77124183006536,145,186,0.779569892473118,120,176,0.681818181818182,TRUE,"High_vs_Low",,,-0.507374827576532,0.580307764920098,"ok","ok",-0.0977517106549365,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",60,"Not significant"
"P02818","BGLAP","Osteocalcin","OSTCN_HUMAN",1.06696935126229,0.0040983606557377,"10962.58",94,153,0.61437908496732,128,186,0.688172043010753,104,176,0.590909090909091,TRUE,"High_vs_Low",,,-0.58409708294962,0.500733797285339,"ok","ok",-0.0972629521016618,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",61,"Not significant"
"Q99650","OSMR","Oncostatin-M-specific receptor subunit beta","OSMR_HUMAN",0.572820392871095,0.0073810825587752,"110508.51",99,153,0.647058823529412,128,186,0.688172043010753,104,176,0.590909090909091,TRUE,"High_vs_Low",,,-0.470453581884026,0.580307764920098,"ok","ok",-0.0972629521016618,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",62,"Not significant"
"P25325","MPST","3-mercaptopyruvate sulfurtransferase","THTM_HUMAN",1.03375324637437,0.0073810825587752,"33178.46",94,153,0.61437908496732,130,186,0.698924731182796,106,176,0.602272727272727,TRUE,"High_vs_Low",,,-0.388239317194702,0.709561055893041,"ok","ok",-0.0966520039100685,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",63,"Not significant"
"Q9ULC4","MCTS1","Malignant T-cell-amplified sequence 1","MCTS1_HUMAN",1.04489195010018,0.0073810825587752,"20555.28",87,153,0.568627450980392,112,186,0.602150537634409,89,176,0.505681818181818,TRUE,"High_vs_Low",,,-0.421909273738768,0.616425291422687,"ok","ok",-0.0964687194525904,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",64,"Not significant"
"O75954","TSPAN9","Tetraspanin-9","TSN9_HUMAN",0.62088801155414,0.0016233766233766,"26778.92",118,153,0.77124183006536,131,186,0.704301075268817,107,176,0.607954545454545,TRUE,"High_vs_Low",,,-0.428516631580163,0.641289403858881,"ok","ok",-0.0963465298142718,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",65,"Not significant"
"Q13043","STK4","Serine/threonine-protein kinase 4","STK4_HUMAN",1.15602875444021,0.0073810825587752,"55630.15",87,153,0.568627450980392,113,186,0.60752688172043,90,176,0.511363636363636,TRUE,"High_vs_Low",,,-0.399531544585362,0.650044822108072,"ok","ok",-0.0961632453567938,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",66,"Not significant"
"Q9BVC6","TMEM109","Voltage-gated monoatomic cation channel TMEM109","TM109_HUMAN",1.74755690710822,0.0040983606557377,"26209.98",91,153,0.594771241830065,113,186,0.60752688172043,90,176,0.511363636363636,TRUE,"High_vs_Low",,,-0.397499005763976,0.650850485248536,"ok","ok",-0.0961632453567938,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",67,"Not significant"
"P12081","HARS1","Histidine--tRNA ligase, cytoplasmic","HARS1_HUMAN",1.57637740336301,0.0073810825587752,"57410.5",88,153,0.57516339869281,118,186,0.634408602150538,95,176,0.539772727272727,TRUE,"High_vs_Low",,,-0.437832297699722,0.596540778593736,"ok","ok",-0.0946358748778103,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",68,"Not significant"
"P15502","ELN","Elastin","ELN_HUMAN",0.650877869089973,0.0016233766233766,"68397.53",106,153,0.69281045751634,137,186,0.736559139784946,113,176,0.642045454545455,TRUE,"High_vs_Low",,,-0.290753960560013,0.961318282067914,"ok","ok",-0.0945136852394917,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",69,"Not significant"
