PG.ProteinGroups,median_positive_abundance,missing_pct
O14976,60.97861862182617,90.36608863198458
O14979,160.53741455078125,32.5626204238921
O14980,60.40872764587402,37.57225433526011
O14983,189.8260650634765,31.79190751445087
O15013;Q9HCE6,935.7005004882812,58.95953757225434
O15031,179.3587493896484,11.560693641618498
O15033,245.35531616210938,65.3179190751445
O15067,89.5602798461914,74.56647398843931
O15075,73.86189270019531,97.10982658959537
O15084,94.09323120117188,38.921001926782274
O15111,214.5137481689453,47.398843930635834
O15116,51.93750762939453,95.56840077071291
O15117,104.1988105773926,16.377649325626205
O15118,217.9967041015625,72.83236994219652
O15126,48.94610023498535,93.0635838150289
O15127,74.43695831298828,93.25626204238921
O15143,515.5159301757812,11.946050096339114
O15144,244.7471160888672,4.624277456647398
O15145,249.3058013916016,2.312138728323699
O15155,140.0645904541016,91.90751445086705
O15173,75.06829071044922,73.98843930635837
O15194,97.52644348144534,88.82466281310212
O15204,949.0390625,0.0
O15212,68.1250228881836,82.46628131021194
O15213,61.689138412475586,97.6878612716763
O15230,62.034738540649414,73.02504816955684
O15231,59.21528625488281,77.26396917148362
O15258,156.55655670166016,87.28323699421965
O15260,143.1723556518555,62.6204238921002
O15264,760.5238647460938,73.60308285163777
O15269,64.42443084716797,96.53179190751445
O15294,32.54072952270508,96.91714836223507
O15305,53.12559509277344,61.078998073217726
O15327,42.89190483093262,86.51252408477842
O15335,2276.811767578125,0.0
O15357,91.67809295654297,94.60500963391137
O15371,87.46516418457031,53.5645472061657
O15372,54.4360466003418,77.84200385356455
O15389,90.28903198242188,89.59537572254335
O15394,59.70647048950195,84.97109826589595
O15400,401.04248046875,1.5414258188824663
O15427,56.10208511352539,68.40077071290945
O15439,104.29656982421875,48.747591522158
O15466,653.3939819335938,0.1926782273603083
O15498,144.78035736083984,12.909441233140656
O15511,281.9206237792969,4.624277456647398
O15533,123.3552474975586,58.1888246628131
O43143,88.39790725708008,71.86897880539499
O43149,57.43638801574707,43.73795761078998
O43150,55.28193473815918,71.48362235067437
O43157,6802.9189453125,0.0
O43169,65.95272445678711,86.1271676300578
O43173,119.6137542724609,18.88246628131021
O43175,49.90282821655273,58.57418111753372
O43181,111.53511047363284,92.29287090558766
O43182,114.4190673828125,64.35452793834297
O43242,110.5811653137207,22.54335260115607
O43294,91.81617736816406,46.24277456647399
O43298,111.0285491943359,71.48362235067437
O43306,133.54071807861328,86.89788053949904
O43312,88.13511276245117,70.71290944123314
O43314,73.87297439575195,96.91714836223507
O43324,74.66121673583984,77.07129094412332
O43390,93.53409576416016,65.51059730250482
O43396,305.10923767089844,9.826589595375722
O43399,2794.33544921875,8.863198458574182
O43447,72.18753433227539,90.7514450867052
O43451,192.78180694580078,79.57610789980733
O43488,124.91748046875,20.03853564547206
O43491,174.49036407470703,11.368015414258188
O43493,35.56769561767578,70.13487475915221
O43504,124.3543701171875,68.97880539499036
O43505,135.6436462402344,20.809248554913296
O43516,130.9251708984375,50.09633911368015
O43529,148.17200469970703,7.514450867052023
O43548,59.49248123168945,67.82273603082851
O43561,85.69881439208984,83.23699421965318
O43566,32.82891845703125,87.47591522157995
O43583,131.09022521972656,67.2447013487476
O43598,89.21586608886719,85.9344894026975
O43615,501.2105712890625,78.42003853564547
O43617,87.26517105102539,77.26396917148362
O43633,141.9116058349609,45.08670520231214
O43639,135.0488739013672,52.601156069364166
O43665,151.1578674316406,42.77456647398844
O43676,88.3539810180664,92.8709055876686
O43678,186.961051940918,94.60500963391137
O43681,178.28397369384766,15.606936416184972
O43684,51.93595123291016,95.56840077071291
O43704,55.6822509765625,98.45857418111753
O43707,120.47887802124025,3.275529865125241
O43747,50.92369842529297,46.82080924855491
O43752,67.6393051147461,85.9344894026975
O43765,90.15349578857422,79.1907514450867
O43768,96.39388275146484,67.63005780346822
O43776,97.42783737182617,80.34682080924856
O43813,124.7270050048828,44.3159922928709
O43815,88.96598815917969,82.46628131021194
O43847,90.1121826171875,30.63583815028902
O43852,3357.864013671875,0.0
O43865,131.15222930908206,81.88824662813103
O43866,64261.341796875,0.1926782273603083
O43895,102.4353179931641,63.969171483622354
O43897,922.3458862304688,11.560693641618498
O43915,119.05028533935545,72.63969171483622
O43920,113.4899482727051,95.37572254335261
O60229,795.1230773925781,26.011560693641616
O60234,148.66686248779297,23.699421965317917
O60240,109.59427642822266,12.909441233140656
O60241,101.08301544189455,76.878612716763
O60245,127.7652816772461,16.184971098265898
O60256,97.46749114990234,28.516377649325626
O60262,142.2049102783203,62.23506743737958
O60268,74.51549530029297,71.48362235067437
O60269,56.08256912231445,95.18304431599229
O60279,7732.24462890625,0.0
O60281,500.9262084960938,48.94026974951831
O60306,657.5098571777344,25.240847784200387
O60313,71.969482421875,79.38342967244701
O60330,53.12914276123047,80.92485549132948
O60333,141.1963653564453,99.22928709055877
O60437,42.04834747314453,57.996146435452786
O60462,6283.7197265625,0.0
O60476,250.6678924560547,1.5414258188824663
O60488,145.2296905517578,27.360308285163775
O60493,613.6280517578125,13.48747591522158
O60496,75.074462890625,73.98843930635837
O60506,159.7313003540039,36.41618497109826
O60507,71.06503295898438,51.637764932562625
O60512,52.94756507873535,63.005780346820806
O60568,51.63236618041992,79.76878612716763
O60610,178.5220336914063,9.826589595375722
O60613,130.9631958007812,30.828516377649322
O60664,150.9285736083984,2.312138728323699
O60667,193.85277557373047,46.82080924855491
O60687,94.58467483520508,74.95183044315993
O60704,266.2193145751953,2.119460500963391
O60716,70.69171905517578,84.77842003853564
O60749,50.355024337768555,48.747591522158
O60762,84.40005874633789,88.82466281310212
O60763,70.48405075073242,39.4990366088632
O60784,74.1824951171875,88.2466281310212
O60814;P57053;P58876;P62807;Q5QNW6;Q93079;Q99877;Q99879,5311.87158203125,0.0
O60826,45.9306640625,95.95375722543352
O60841,79.35124588012695,62.6204238921002
O60844,161.5931549072266,26.204238921001927
O60869,122.09381866455075,53.75722543352601
O60884,130.0588302612305,38.34296724470135
O60888,287.642333984375,22.54335260115607
O60890,37.31036376953125,98.65125240847784
O60896,338.9981994628906,54.14258188824663
O60909,171.87676239013672,52.601156069364166
O60911,58.86236763000488,62.6204238921002
O60925,255.61147308349604,76.49325626204238
O60934,330.1935119628906,89.01734104046243
O60936,176.7782592773438,18.88246628131021
O75015,259.4173889160156,38.34296724470135
O75023,75.48081970214844,68.59344894026975
O75044;P0DMP2,228.2635345458984,78.9980732177264
O75069,50.52613067626953,91.71483622350675
O75081,10478.85888671875,2.119460500963391
O75083,480.3867797851562,0.0
O75093,178977.703125,58.38150289017341
O75116,69.99752044677734,29.28709055876686
O75131,84.6361083984375,58.57418111753372
O75144,274.88270568847656,4.046242774566474
O75147,1427.3916015625,18.88246628131021
O75150,178.2130584716797,80.15414258188824
O75154,273.2925109863281,95.95375722543352
O75165,225.1693725585937,20.809248554913296
O75170,458.0011749267578,19.460500963391137
O75190,104.04983139038086,81.88824662813103
O75223,177.05735778808594,7.129094412331407
O75251,67.06674194335938,91.71483622350675
O75298,80.56259536743164,87.66859344894027
O75306,75.71502685546875,88.4393063583815
O75309,173.5513458251953,3.275529865125241
O75326,124.4228210449219,63.19845857418112
O75339,876.5556640625,0.0
O75340,558.3207397460938,0.0
O75342,51.79861450195312,77.45664739884393
O75347,193.9603424072266,22.736030828516377
O75348,75.39688873291016,58.38150289017341
O75351,146.3756256103516,16.184971098265898
O75356,111.26971435546875,8.670520231213873
O75367,214.9085235595703,19.653179190751445
O75368,158.04559326171875,11.753371868978805
O75369,50.20094299316406,44.701348747591524
O75390,132.3470306396484,40.07707129094412
O75396,108.0679626464844,43.93063583815029
O75410,35.36080551147461,89.21001926782274
O75431,244.2080230712891,98.07321772639692
O75436,87.21345138549805,57.61078998073218
O75437,474.34828186035156,94.21965317919076
O75475,72.62931060791016,83.23699421965318
O75477,40.62416076660156,93.25626204238921
O75487,407.5718536376953,0.1926782273603083
O75489,52.143436431884766,85.74181117533719
O75494,113.8409767150879,96.53179190751445
O75531,139.2176208496094,13.872832369942195
O75533,76.94379425048828,89.40269749518305
O75556,128.2868423461914,88.4393063583815
O75558,80.2944221496582,22.54335260115607
O75563,145.4549102783203,42.77456647398844
O75578,64.97095489501953,44.3159922928709
O75592,380.2544860839844,91.32947976878613
O75596,183.3449401855469,28.13102119460501
O75602,249.6038818359375,77.07129094412332
O75608,118.5361099243164,42.00385356454721
O75629,53.15995407104492,83.62235067437379
O75636,2133.34326171875,0.0
O75643,67.40208053588867,77.26396917148362
O75663,97.09616088867188,83.23699421965318
O75688,72.08168029785156,78.61271676300578
O75694,172.51136207580566,99.61464354527938
O75695,194.4617156982422,26.589595375722542
O75716,46.986637115478516,97.30250481695568
O75752,582.5916748046875,0.3853564547206166
O75787,1083.606201171875,0.0
O75791,102.75601577758789,59.53757225433526
O75821,88.97052764892578,75.91522157996147
O75822,201.0107116699219,13.680154142581888
O75832,68.906982421875,76.49325626204238
O75844,92.58182525634766,82.08092485549133
O75874,291.97430419921875,0.5780346820809248
O75882,319.2490539550781,0.5780346820809248
O75884,377.1446533203125,67.05202312138728
O75888,114.55958557128906,67.2447013487476
O75897,2498.886474609375,18.11175337186898
O75915,182.3492736816406,35.64547206165704
O75923,73.7051773071289,71.29094412331408
O75935,89.29243850708008,74.56647398843931
O75947,93.95087432861328,66.08863198458575
O75954,209.53743743896484,30.63583815028902
O75955,155.94817352294922,2.119460500963391
O75964,150.72109985351562,70.71290944123314
O75995,89.25468444824219,76.30057803468208
O76003,107.6343841552734,31.406551059730248
O76013,143.58177185058594,44.89402697495183
O76015,158.7748260498047,91.71483622350675
O76021,53.408735275268555,94.60500963391137
O76031,717.36962890625,91.32947976878613
O76061,60.910478591918945,77.64932562620423
O76070,23.56357955932617,99.03660886319847
O76074,97.03531265258789,49.13294797687861
O94766,134.3538665771484,62.42774566473989
O94769,610.0782470703125,0.0
O94804,113.60854721069336,32.177263969171484
O94818,76.04597473144531,87.86127167630057
O94819,44.99776077270508,98.65125240847784
O94826,65.08261108398438,83.23699421965318
O94874,47.12385177612305,70.32755298651252
O94886,97.1849365234375,77.26396917148362
O94903,76.9720230102539,82.85163776493256
O94905,68.63251495361328,87.47591522157995
O94915,44.14371871948242,87.66859344894027
O94919,110.4326400756836,47.01348747591522
O94923,69.39537048339844,59.92292870905588
O94925,82.47582244873047,88.6319845857418
O94929,87.72116088867188,75.91522157996147
O94966,1649.8839721679685,10.982658959537572
O94973,151.20240020751953,9.826589595375722
O94979,65.20198059082031,70.71290944123314
O94985,2109.23876953125,0.0
O95071,46.7356071472168,91.52215799614643
O95084,204.1164855957031,15.028901734104046
O95139,90.56053161621094,97.10982658959537
O95154,31.341873168945312,90.36608863198458
O95168,91.73698425292967,91.71483622350675
O95169,115.5548095703125,94.79768786127167
O95182,92.57438659667969,96.53179190751445
O95196,774.743896484375,3.0828516377649327
O95197,300.5970458984375,76.6859344894027
O95202,91.3612823486328,76.30057803468208
O95236,491.244384765625,14.450867052023122
O95260,43.75732421875,71.86897880539499
O95292,75.27577209472656,76.30057803468208
O95295,66.80834579467773,91.90751445086705
O95299,61.950531005859375,76.878612716763
O95319,94.14385986328124,90.94412331406551
O95336,82.83592224121094,53.5645472061657
O95340,24.6302375793457,95.95375722543352
O95347,118.0687866210938,90.94412331406551
O95372,97.36657333374023,74.18111753371869
O95373,553.3185729980469,0.5780346820809248
O95376,119.67036437988286,42.58188824662813
O95379,40.159793853759766,79.96146435452793
O95393,105.7909164428711,48.747591522158
O95394,66.14697265625,96.14643545279384
O95428,119.54425048828125,32.177263969171484
O95433,51.55126953125,62.042389210019266
O95445,13287.095703125,0.0
O95450,231.72014617919922,70.71290944123314
O95456,109.2251434326172,78.9980732177264
O95466,72.36245727539062,16.76300578034682
O95479,88.63013076782227,54.91329479768786
O95497,687.55224609375,41.61849710982659
O95498,215.2578430175781,16.184971098265898
O95571,111.94845581054685,86.89788053949904
O95573,61.91752624511719,81.69556840077071
O95630,115.9276809692383,73.21772639691714
O95671,42.87265014648438,95.18304431599229
O95674,79.87866592407227,88.82466281310212
O95714,564.5978393554688,23.699421965317917
O95715,519.9645080566406,9.441233140655106
O95721,88.76032638549805,74.18111753371869
O95744,1489.349243164062,16.184971098265898
O95747,314.4337768554688,5.394990366088632
O95757,73.3203125,98.65125240847784
O95777,348.4775390625,95.95375722543352
O95782,95.16520309448242,21.38728323699422
O95793,62.7380428314209,67.63005780346822
O95803;Q9H3R1,362.3733825683594,59.53757225433526
O95810,366.659912109375,1.7341040462427744
O95819,163.5270843505859,39.30635838150289
O95831,90.2540512084961,73.41040462427746
O95834,65.9053955078125,77.45664739884393
O95861,53.0445556640625,84.39306358381504
O95865,52.6352596282959,77.64932562620423
O95866,163.1878814697266,44.3159922928709
O95870,90.3356475830078,68.97880539499036
O95897,47.81380462646485,71.67630057803468
O95954,136.0348052978516,53.94990366088632
O95967,467.3607482910156,0.7707129094412332
O95969,78.74523544311523,73.79576107899807
O95989,99.73904418945312,91.32947976878613
O96000,76.93086242675781,88.2466281310212
O96007,364.3790893554688,99.42196531791907
O96019,45.00255966186523,95.56840077071291
P00167,69.3892936706543,83.8150289017341
P00325,374.3464050292969,5.394990366088632
P00326,747.1415405273438,1.5414258188824663
P00338,473.7080078125,0.0
P00352,195.6508483886719,6.9364161849710975
P00367,75.47120666503906,66.47398843930635
P00387,386.9141082763672,1.7341040462427744
P00390,75.37818145751953,43.15992292870906
P00403,130.90255737304688,69.55684007707129
P00441,173.89898681640625,26.011560693641616
P00450,3371.414306640625,0.0
P00451,1012.223876953125,0.0
P00488,1238.748046875,0.0
P00491,336.66601562499994,0.1926782273603083
P00492,127.1159973144531,25.818882466281313
P00505,84.02244567871094,79.57610789980733
P00558,810.2227172851562,0.0
P00568,398.5278015136719,2.119460500963391
P00734,53781.08984375,0.0
P00736,55983.7109375,0.0
P00738,17143.015625,0.0
P00739,17970.673828125,0.0
P00740,23330.1953125,0.0
P00742,30599.15234375,0.0
P00746,4466.8984375,0.0
P00747,35333.47265625,0.0
P00748,10226.1728515625,0.0
P00751,20265.8359375,0.0
P00846,131.69013595581055,87.28323699421965
P00915,3323.1962890625,0.0
P00918,1431.369262695312,0.0
P00966,231.4083709716797,5.009633911368015
P01008,3028.81103515625,0.0
P01009,33892.359375,0.0
P01011,6223.3388671875,0.0
P01019,35684.6953125,0.0
P01023,14042.1015625,0.0
P01024,8061.8134765625,0.0
P01031,2103.331298828125,0.0
P01033,307.87071228027344,20.23121387283237
P01034,2194.57958984375,0.0
P01040,1191.2451171875,1.5414258188824663
P01042,33593.3828125,0.0
P01111,511.35511779785156,1.348747591522158
P01116,281.081298828125,19.26782273603083
P01130,186.1832885742188,33.140655105973025
P01133,52.27302169799805,68.59344894026975
P01137,357.4022827148437,10.404624277456648
P01210,99.62859344482422,87.47591522157995
P01266,251.03421783447266,1.7341040462427744
P01275,445.1053161621094,0.3853564547206166
P01303,77.85885238647461,75.72254335260115
P01344,1964.326843261719,0.1926782273603083
P01350,250.5735168457031,99.42196531791907
P01591,1882.6337890625,0.0
P01593;P01594,414.8219604492188,28.516377649325626
P01597;P04432,453.2256164550781,5.394990366088632
P01599,387.2456512451172,32.177263969171484
P01601,152.0888977050781,60.5009633911368
P01602,344.2630920410156,19.26782273603083
P01619,2587.2447509765625,0.1926782273603083
P01624,6818.568359375,0.0
P01699,3943.4327392578125,0.1926782273603083
P01700,4957.7021484375,0.0
P01701,7214.092529296875,0.5780346820809248
P01703,1498.3299560546875,1.348747591522158
P01704,1119.605346679688,17.341040462427745
P01705,1267.539428710938,51.252408477842
P01706,2763.954345703125,4.046242774566474
P01709,3366.1668701171875,3.6608863198458574
P01714,746.5561218261719,2.119460500963391
P01715,355.822509765625,34.296724470134876
P01717,2023.31591796875,0.0
P01721,383.99267578125,48.16955684007707
P01730,69.56036376953125,50.28901734104046
P01732,188.2737426757812,16.570327552986512
P01742,352.0456085205078,36.41618497109826
P01743,359.3602905273437,27.74566473988439
P01767,273.6817321777344,80.15414258188824
P01780,26824.267578125,0.0
P01814,383.5519256591797,37.57225433526011
P01817,393.5363159179688,6.551059730250482
P01833,515.1652221679688,0.7707129094412332
P01834,28631.421875,0.0
P01857,48584.3828125,0.0
P01859,139656.09375,0.0
P01860,11462.4755859375,0.0
P01861,13399.1123046875,0.0
P01871,97890.0546875,0.0
P01876,61166.97265625,0.0
P01880,791.7231750488281,12.524084778420038
P01889,580.6290283203125,0.3853564547206166
P01893,804.6600036621094,0.1926782273603083
P01903,125.41196060180664,36.03082851637765
P01909,73.82960510253906,87.28323699421965
P01911,157.3426971435547,53.5645472061657
P02008,135.6902160644531,52.408477842003855
P02042,9140.107421875,0.0
P02100,525.4692993164062,39.4990366088632
P02144,258.9886932373047,21.38728323699422
P02452,71.32546997070312,45.08670520231214
P02458,149.5624542236328,73.21772639691714
P02461,48.70712280273438,74.75915221579962
P02511,91.73614501953124,61.27167630057804
P02533,12872.6337890625,0.0
P02538,29012.744140625,0.0
P02545,592.8667602539062,4.238921001926782
P02549,1293.142944335938,0.0
P02585,103.5298461914062,60.886319845857415
P02647,135013.8125,0.0
P02649,95210.140625,0.0
P02652,235732.125,0.0
P02654,146060.515625,0.0
P02655,129042.0625,0.0
P02656,47981.8125,0.0
P02671,103228.6171875,0.0
P02675,706796.375,0.0
P02679,137803.6875,0.0
P02686,99.83847045898435,87.28323699421965
P02724,456.6894836425781,42.77456647398844
P02730,6500.458984375,0.0
P02741,130.62950134277344,44.1233140655106
P02743,2150.766845703125,0.0
P02745,2100.377197265625,0.0
P02746,2386.23779296875,0.0
P02747,4050.990234375,0.0
P02748,43448.1796875,0.0
P02749,14003.4404296875,0.0
P02750,532.6260375976562,0.0
P02751,16934.43359375,0.0
P02753,7953.1025390625,0.0
P02760,53670.9921875,0.0
P02763,3246.4443359375,0.0
P02765,153438.71875,0.0
P02766,10232.34375,0.0
P02768,44885.85546875,0.0
P02771,1318.378173828125,81.69556840077071
P02774,11318.9287109375,0.0
P02775,39062.80078125,0.0
P02776,16226.9677734375,0.1926782273603083
P02786,2275.40869140625,0.0
P02787,7209.51220703125,0.0
P02788,103.0999717712402,23.699421965317917
P02790,30747.19140625,0.0
P02792,81.48011779785156,81.88824662813103
P02794,141.7701416015625,55.49132947976878
P02810,75.57302856445312,87.66859344894027
P02818,316.5964965820312,36.60886319845857
P03950,814.4625854492188,1.348747591522158
P03951,43534.02734375,0.0
P03952,11883.98046875,0.0
P03956,77.98790740966797,42.00385356454721
P04003,24399.220703125,0.0
P04004,322263.9375,0.0
P04040,810.4513549804688,0.0
P04049,68.70260620117188,89.98073217726397
P04062,150.0896606445312,10.404624277456648
P04066,92.65487670898438,44.1233140655106
P04070,20416.5234375,0.0
P04075,848.568359375,0.0
P04080,146.7763671875,29.865125240847785
P04083,176.3748168945312,0.7707129094412332
P04114,84572.5546875,0.0
P04156,101.9863510131836,17.341040462427745
P04179,740.1399230957031,79.96146435452793
P04180,4132.92138671875,0.0
P04196,100360.1953125,0.0
P04211,3175.4852294921875,0.5780346820809248
P04217,3774.76220703125,0.0
P04233,650.5332641601562,0.7707129094412332
P04259,21238.51953125,0.0
P04264,116745.140625,0.0
P04275,112020.703125,0.0
P04278,1709.13671875,0.0
P04279,52.54414939880371,74.95183044315993
P04350,622.6237487792969,7.89980732177264
P04406,5874.6328125,0.0
P04424,99.0074462890625,60.5009633911368
P04430,159.6202545166016,45.472061657032754
P04439,1294.2529296875,0.0
P04632,560.0808715820312,0.1926782273603083
P04746,63.50531387329102,91.71483622350675
P04792,490.0679626464844,1.5414258188824663
P04839,140.1795654296875,22.350674373795762
P04843,86.00132751464844,38.53564547206166
P04844,126.75815963745114,39.4990366088632
P04899,365.29258728027344,0.1926782273603083
P04908;P0C0S8;P20671;Q16777;Q6FI13;Q7L7L0;Q93077;Q96KK5;Q99878;Q9BTM1,5067.00537109375,0.0
P04921,441.6156921386719,16.377649325626205
