"Variable","Raw_token","Freq"
"Sheet1_position","311",1
"Sheet1_position","312",1
"Sheet1_position","313",1
"Sheet1_position","314",1
"Sheet1_position","315",1
"Sheet1_position","316",1
"Sheet1_position","317",1
"Sheet1_position","318",1
"Sheet1_position","319",1
"Sheet1_position","32",1
"Sheet1_position","320",1
"Sheet1_position","321",1
"Sheet1_position","322",1
"Sheet1_position","323",1
"Sheet1_position","324",1
"Sheet1_position","325",1
"Sheet1_position","326",1
"Sheet1_position","327",1
"Sheet1_position","328",1
"Sheet1_position","329",1
"Sheet1_position","33",1
"Sheet1_position","330",1
"Sheet1_position","331",1
"Sheet1_position","332",1
"Sheet1_position","333",1
"Sheet1_position","334",1
"Sheet1_position","335",1
"Sheet1_position","336",1
"Sheet1_position","337",1
"Sheet1_position","338",1
"Sheet1_position","339",1
"Sheet1_position","34",1
"Sheet1_position","340",1
"Sheet1_position","341",1
"Sheet1_position","342",1
"Sheet1_position","343",1
"Sheet1_position","344",1
"Sheet1_position","345",1
"Sheet1_position","346",1
"Sheet1_position","347",1
"Sheet1_position","348",1
"Sheet1_position","349",1
"Sheet1_position","35",1
"Sheet1_position","350",1
"Sheet1_position","351",1
"Sheet1_position","352",1
"Sheet1_position","353",1
"Sheet1_position","354",1
"Sheet1_position","355",1
"Sheet1_position","356",1
"Sheet1_position","357",1
"Sheet1_position","358",1
"Sheet1_position","359",1
"Sheet1_position","36",1
"Sheet1_position","360",1
"Sheet1_position","361",1
"Sheet1_position","362",1
"Sheet1_position","363",1
"Sheet1_position","364",1
"Sheet1_position","365",1
"Sheet1_position","366",1
"Sheet1_position","367",1
"Sheet1_position","368",1
"Sheet1_position","369",1
"Sheet1_position","37",1
"Sheet1_position","370",1
"Sheet1_position","371",1
"Sheet1_position","372",1
"Sheet1_position","373",1
"Sheet1_position","374",1
"Sheet1_position","375",1
"Sheet1_position","376",1
"Sheet1_position","377",1
"Sheet1_position","378",1
"Sheet1_position","379",1
"Sheet1_position","38",1
"Sheet1_position","380",1
"Sheet1_position","381",1
"Sheet1_position","382",1
"Sheet1_position","383",1
"Sheet1_position","384",1
"Sheet1_position","385",1
"Sheet1_position","386",1
"Sheet1_position","387",1
"Sheet1_position","388",1
"Sheet1_position","389",1
"Sheet1_position","39",1
"Sheet1_position","390",1
"Sheet1_position","391",1
"Sheet1_position","392",1
"Sheet1_position","393",1
"Sheet1_position","394",1
"Sheet1_position","395",1
"Sheet1_position","396",1
"Sheet1_position","397",1
"Sheet1_position","398",1
"Sheet1_position","399",1
"Sheet1_position","4",1
"Sheet1_position","40",1
"Sheet1_position","400",1
"Sheet1_position","401",1
"Sheet1_position","402",1
"Sheet1_position","403",1
"Sheet1_position","404",1
"Sheet1_position","405",1
"Sheet1_position","406",1
"Sheet1_position","407",1
"Sheet1_position","408",1
"Sheet1_position","409",1
"Sheet1_position","41",1
"Sheet1_position","410",1
"Sheet1_position","411",1
"Sheet1_position","412",1
"Sheet1_position","413",1
"Sheet1_position","414",1
"Sheet1_position","415",1
"Sheet1_position","416",1
"Sheet1_position","417",1
"Sheet1_position","418",1
"Sheet1_position","419",1
"Sheet1_position","42",1
"Sheet1_position","420",1
"Sheet1_position","421",1
"Sheet1_position","422",1
"Sheet1_position","423",1
"Sheet1_position","424",1
"Sheet1_position","425",1
"Sheet1_position","426",1
"Sheet1_position","427",1
"Sheet1_position","428",1
"Sheet1_position","429",1
"Sheet1_position","43",1
"Sheet1_position","430",1
"Sheet1_position","431",1
"Sheet1_position","432",1
"Sheet1_position","433",1
"Sheet1_position","434",1
"Sheet1_position","435",1
"Sheet1_position","436",1
"Sheet1_position","437",1
"Sheet1_position","438",1
"Sheet1_position","439",1
"Sheet1_position","44",1
"Sheet1_position","440",1
"Sheet1_position","441",1
"Sheet1_position","442",1
"Sheet1_position","443",1
"Sheet1_position","444",1
"Sheet1_position","445",1
"Sheet1_position","446",1
"Sheet1_position","447",1
"Sheet1_position","448",1
"Sheet1_position","449",1
"Sheet1_position","45",1
"Sheet1_position","450",1
"Sheet1_position","451",1
"Sheet1_position","452",1
"Sheet1_position","453",1
"Sheet1_position","454",1
"Sheet1_position","455",1
"Sheet1_position","456",1
"Sheet1_position","457",1
"Sheet1_position","458",1
"Sheet1_position","459",1
"Sheet1_position","46",1
"Sheet1_position","460",1
"Sheet1_position","461",1
"Sheet1_position","462",1
"Sheet1_position","463",1
"Sheet1_position","464",1
"Sheet1_position","465",1
"Sheet1_position","466",1
"Sheet1_position","467",1
"Sheet1_position","468",1
"Sheet1_position","469",1
"Sheet1_position","47",1
"Sheet1_position","470",1
"Sheet1_position","471",1
"Sheet1_position","472",1
"Sheet1_position","473",1
"Sheet1_position","474",1
"Sheet1_position","475",1
"Sheet1_position","476",1
"Sheet1_position","477",1
"Sheet1_position","478",1
"Sheet1_position","479",1
"Sheet1_position","48",1
"Sheet1_position","480",1
"Sheet1_position","481",1
"Sheet1_position","482",1
"Sheet1_position","483",1
"Sheet1_position","484",1
"Sheet1_position","485",1
"Sheet1_position","486",1
"Sheet1_position","487",1
"Sheet1_position","488",1
"Sheet1_position","489",1
"Sheet1_position","49",1
"Sheet1_position","490",1
"Sheet1_position","491",1
"Sheet1_position","492",1
"Sheet1_position","493",1
"Sheet1_position","494",1
"Sheet1_position","495",1
"Sheet1_position","496",1
"Sheet1_position","497",1
"Sheet1_position","498",1
"Sheet1_position","499",1
"Sheet1_position","5",1
"Sheet1_position","50",1
"Sheet1_position","500",1
"Sheet1_position","501",1
"Sheet1_position","502",1
"Sheet1_position","503",1
"Sheet1_position","504",1
"Sheet1_position","505",1
"Sheet1_position","506",1
"Sheet1_position","507",1
"Sheet1_position","508",1
"Sheet1_position","509",1
"Sheet1_position","51",1
"Sheet1_position","510",1
"Sheet1_position","511",1
"Sheet1_position","512",1
"Sheet1_position","513",1
"Sheet1_position","514",1
"Sheet1_position","515",1
"Sheet1_position","516",1
"Sheet1_position","517",1
"Sheet1_position","518",1
"Sheet1_position","519",1
"Sheet1_position","52",1
"Sheet1_position","53",1
"Sheet1_position","54",1
"Sheet1_position","55",1
"Sheet1_position","56",1
"Sheet1_position","57",1
"Sheet1_position","58",1
"Sheet1_position","59",1
"Sheet1_position","6",1
"Sheet1_position","60",1
"Sheet1_position","61",1
"Sheet1_position","62",1
"Sheet1_position","63",1
"Sheet1_position","64",1
"Sheet1_position","65",1
"Sheet1_position","66",1
"Sheet1_position","67",1
"Sheet1_position","68",1
"Sheet1_position","69",1
"Sheet1_position","7",1
"Sheet1_position","70",1
"Sheet1_position","71",1
"Sheet1_position","72",1
"Sheet1_position","73",1
"Sheet1_position","74",1
"Sheet1_position","75",1
"Sheet1_position","76",1
"Sheet1_position","77",1
"Sheet1_position","78",1
"Sheet1_position","79",1
"Sheet1_position","8",1
"Sheet1_position","80",1
"Sheet1_position","81",1
"Sheet1_position","82",1
"Sheet1_position","83",1
"Sheet1_position","84",1
"Sheet1_position","85",1
"Sheet1_position","86",1
"Sheet1_position","87",1
"Sheet1_position","88",1
"Sheet1_position","89",1
"Sheet1_position","9",1
"Sheet1_position","90",1
"Sheet1_position","91",1
"Sheet1_position","92",1
"Sheet1_position","93",1
"Sheet1_position","94",1
"Sheet1_position","95",1
"Sheet1_position","96",1
"Sheet1_position","97",1
"Sheet1_position","98",1
"Sheet1_position","99",1
"Sheet1_raw_header","20250913__Q13",1
"Sheet1_raw_header","20250913__Q14",1
"Sheet1_raw_header","20250913__Q15",1
"Sheet1_raw_header","20250913__Q16",1
"Sheet1_raw_header","20250913__Q18_",1
"Sheet1_raw_header","20250913__Q20_",1
"Sheet1_raw_header","20250913__Q21_",1
"Sheet1_raw_header","20250913__Q22_",1
"Sheet1_raw_header","20250913__Q23_",1
"Sheet1_raw_header","20250913__Q25_",1
"Sheet1_raw_header","20250913__Q26_",1
"Sheet1_raw_header","20250913__Q27_",1
"Sheet1_raw_header","20250913__Q28_",1
"Sheet1_raw_header","20250913__Q29_",1
"Sheet1_raw_header","20250913__Q31_",1
"Sheet1_raw_header","20250913__Q32_",1
"Sheet1_raw_header","20250913__Q33_",1
"Sheet1_raw_header","20250913__Q34_",1
"Sheet1_raw_header","20250913__Q36_",1
"Sheet1_raw_header","20250913__Q37_",1
"Sheet1_raw_header","20250913__Q38_",1
"Sheet1_raw_header","20250913__Q39_",1
"Sheet1_raw_header","20250913__Q41_",1
"Sheet1_raw_header","20250913__Q42_",1
"Sheet1_raw_header","20250913__Q44_",1
"Sheet1_raw_header","20250913__Q45_",1
"Sheet1_raw_header","20250913__Q48_",1
"Sheet1_raw_header","20250913__Q49_",1
"Sheet1_raw_header","20250913__Q50_",1
"Sheet1_raw_header","20250913__Q52_",1
"Sheet1_raw_header","20250913__Q54_",1
"Sheet1_raw_header","20250913__Q55_",1
"Sheet1_raw_header","20250913__Q57_",1
"Sheet1_raw_header","20250913__Q58_",1
"Sheet1_raw_header","20250913__Q59_",1
"Sheet1_raw_header","20250913__Q60_",1
"Sheet1_raw_header","20250913__Q61_",1
"Sheet1_raw_header","20250913__Q62_",1
"Sheet1_raw_header","20250913__Q63_",1
"Sheet1_raw_header","20250913__Q65_",1
"Sheet1_raw_header","20250913__Q66_",1
"Sheet1_raw_header","20250913__Q67_",1
"Sheet1_raw_header","20250913__Q68_",1
"Sheet1_raw_header","20250913__Q69_",1
"Sheet1_raw_header","20250913__Q70_",1
"Sheet1_raw_header","20250913__Q71_",1
"Sheet1_raw_header","20250913__Q72_",1
"Sheet1_raw_header","20250913_Q12",1
"Sheet1_raw_header","20250913_Q3",1
"Sheet1_raw_header","20250913_Q4",1
"Sheet1_raw_header","20250914__F102",1
"Sheet1_raw_header","20250914__F105",1
"Sheet1_raw_header","20250914__F106",1
"Sheet1_raw_header","20250914__F107",1
"Sheet1_raw_header","20250914__F110",1
"Sheet1_raw_header","20250914__F111",1
"Sheet1_raw_header","20250914__F118",1
"Sheet1_raw_header","20250914__F121",1
"Sheet1_raw_header","20250914__F122",1
"Sheet1_raw_header","20250914__F123",1
"Sheet1_raw_header","20250914__F124",1
"Sheet1_raw_header","20250914__F125",1
"Sheet1_raw_header","20250914__F126",1
"Sheet1_raw_header","20250914__F128",1
"Sheet1_raw_header","20250914__F129",1
"Sheet1_raw_header","20250914__F131",1
"Sheet1_raw_header","20250914__F135",1
"Sheet1_raw_header","20250914__F137",1
"Sheet1_raw_header","20250914__F43",1
"Sheet1_raw_header","20250914__F47",1
"Sheet1_raw_header","20250914__F51",1
"Sheet1_raw_header","20250914__F53",1
"Sheet1_raw_header","20250914__F54",1
"Sheet1_raw_header","20250914__F55",1
"Sheet1_raw_header","20250914__F56",1
"Sheet1_raw_header","20250914__F57",1
"Sheet1_raw_header","20250914__F58",1
"Sheet1_raw_header","20250914__F62",1
"Sheet1_raw_header","20250914__F66",1
"Sheet1_raw_header","20250914__F69",1
"Sheet1_raw_header","20250914__F70",1
"Sheet1_raw_header","20250914__F71",1
"Sheet1_raw_header","20250914__F72",1
"Sheet1_raw_header","20250914__F74",1
"Sheet1_raw_header","20250914__F75",1
"Sheet1_raw_header","20250914__F77",1
"Sheet1_raw_header","20250914__F79",1
"Sheet1_raw_header","20250914__F81",1
"Sheet1_raw_header","20250914__F83",1
"Sheet1_raw_header","20250914__F84",1
"Sheet1_raw_header","20250914__F85",1
"Sheet1_raw_header","20250914__F88",1
"Sheet1_raw_header","20250914__F89",1
"Sheet1_raw_header","20250914__F93",1
"Sheet1_raw_header","20250914__F94",1
"Sheet1_raw_header","20250914__P10",1
"Sheet1_raw_header","20250914__P11",1
"Sheet1_raw_header","20250914__P13",1
"Sheet1_raw_header","20250914__P15",1
"Sheet1_raw_header","20250914__P17",1
"Sheet1_raw_header","20250914__P18",1
"Sheet1_raw_header","20250914__P19",1
"Sheet1_raw_header","20250914__P2_",1
"Sheet1_raw_header","20250914__P20",1
"Sheet1_raw_header","20250914__P21",1
"Sheet1_raw_header","20250914__P22",1
"Sheet1_raw_header","20250914__P23",1
"Sheet1_raw_header","20250914__P24",1
"Sheet1_raw_header","20250914__P25",1
"Sheet1_raw_header","20250914__P26",1
"Sheet1_raw_header","20250914__P27",1
"Sheet1_raw_header","20250914__P29",1
"Sheet1_raw_header","20250914__P3",1
"Sheet1_raw_header","20250914__P30",1
"Sheet1_raw_header","20250914__P33",1
"Sheet1_raw_header","20250914__P4",1
"Sheet1_raw_header","20250914__P6",1
"Sheet1_raw_header","20250914__P7",1
"Sheet1_raw_header","20250914__P8",1
"Sheet1_raw_header","20250914__P9",1
"Sheet1_raw_header","20251001_1_",2
"Sheet1_raw_header","20251001_10_",3
"Sheet1_raw_header","20251001_11_",3
"Sheet1_raw_header","20251001_12_",3
"Sheet1_raw_header","20251001_13_",2
"Sheet1_raw_header","20251001_14_",3
"Sheet1_raw_header","20251001_15_",3
"Sheet1_raw_header","20251001_16_",2
"Sheet1_raw_header","20251001_17_",3
"Sheet1_raw_header","20251001_18_",3
"Sheet1_raw_header","20251001_19_",3
"Sheet1_raw_header","20251001_2_",2
"Sheet1_raw_header","20251001_20_",2
"Sheet1_raw_header","20251001_21_",2
"Sheet1_raw_header","20251001_22_",2
"Sheet1_raw_header","20251001_23_",2
"Sheet1_raw_header","20251001_24_",2
"Sheet1_raw_header","20251001_25_",2
"Sheet1_raw_header","20251001_26_",2
"Sheet1_raw_header","20251001_27_",2
"Sheet1_raw_header","20251001_28_",2
"Sheet1_raw_header","20251001_29_",1
"Sheet1_raw_header","20251001_3_",2
"Sheet1_raw_header","20251001_30_",1
"Sheet1_raw_header","20251001_31_",1
"Sheet1_raw_header","20251001_32_",1
"Sheet1_raw_header","20251001_33_",1
"Sheet1_raw_header","20251001_34_",1
"Sheet1_raw_header","20251001_4_",3
"Sheet1_raw_header","20251001_5_",2
"Sheet1_raw_header","20251001_6_",3
"Sheet1_raw_header","20251001_7_",2
"Sheet1_raw_header","20251001_8_",2
"Sheet1_raw_header","20251001_9_",3
"Sheet1_raw_header","20251001_FJ_F105_",1
"Sheet1_raw_header","20251001_FJ_F120_",1
"Sheet1_raw_header","20251001_FJ_F136_",1
"Sheet1_raw_header","20251001_FJ_F141_",1
"Sheet1_raw_header","20251001_FJ_F147_",1
"Sheet1_raw_header","20251001_FJ_F150_",1
"Sheet1_raw_header","20251001_FJ_F154_",1
"Sheet1_raw_header","20251001_FJ_F158_",1
"Sheet1_raw_header","20251001_FJ_F163_",1
"Sheet1_raw_header","20251001_FJ_F165_",1
"Sheet1_raw_header","20251001_FJ_F168_",1
"Sheet1_raw_header","20251001_FJ_F170_",1
"Sheet1_raw_header","20251001_FJ_F173_",1
"Sheet1_raw_header","20251001_FJ_F174_",1
"Sheet1_raw_header","20251001_FJ_F175_",1
"Sheet1_raw_header","20251001_FJ_F176_",1
"Sheet1_raw_header","20251001_FJ_F177_",1
"Sheet1_raw_header","20251001_FJ_F180_",1
"Sheet1_raw_header","20251001_FJ_F183_",1
"Sheet1_raw_header","20251001_FJ_F185_",1
"Sheet1_raw_header","20251001_FJ_F83_",1
"Sheet1_raw_header","20251001_FJ_F95_",1
"Sheet1_raw_header","20251001_FJ_F97_",1
"Sheet1_raw_header","20251001_XZ_YA_1_",1
"Sheet1_raw_header","20251001_XZ_YA_10_",1
"Sheet1_raw_header","20251001_XZ_YA_11_",1
"Sheet1_raw_header","20251001_XZ_YA_12_",1
"Sheet1_raw_header","20251001_XZ_YA_13_",1
"Sheet1_raw_header","20251001_XZ_YA_14_",1
"Sheet1_raw_header","20251001_XZ_YA_15_",1
"Sheet1_raw_header","20251001_XZ_YA_16_",1
"Sheet1_raw_header","20251001_XZ_YA_17_",1
"Sheet1_raw_header","20251001_XZ_YA_18_",1
"Sheet1_raw_header","20251001_XZ_YA_19_",1
"Sheet1_raw_header","20251001_XZ_YA_2_",1
"Sheet1_raw_header","20251001_XZ_YA_20_",1
"Sheet1_raw_header","20251001_XZ_YA_21_",1
"Sheet1_raw_header","20251001_XZ_YA_22_",1
"Sheet1_raw_header","20251001_XZ_YA_3_",1
"Sheet1_raw_header","20251001_XZ_YA_4_",1
"Sheet1_raw_header","20251001_XZ_YA_5_",1
"Sheet1_raw_header","20251001_XZ_YA_6_",1
"Sheet1_raw_header","20251001_XZ_YA_7_",1
"Sheet1_raw_header","20251001_XZ_YA_8_",1
"Sheet1_raw_header","20251001_XZ_YA_9_",1
"Sheet1_raw_header","20251026__Q73_",1
"Sheet1_raw_header","20251026__Q74_",1
"Sheet1_raw_header","20251026__Q75_",1
"Sheet1_raw_header","20251026__Q76_",1
"Sheet1_raw_header","20251026__Q77_",1
"Sheet1_raw_header","20251026__Q78_",1
"Sheet1_raw_header","20251026__Q79_",1
"Sheet1_raw_header","20251026__Q80_",1
"Sheet1_raw_header","20251026__Q81_",1
"Sheet1_raw_header","20251026__Q82_",1
"Sheet1_raw_header","20251026__Q83_",1
"Sheet1_raw_header","20251026_FJ_P31_",1
"Sheet1_raw_header","20251104_FJ_F178_",1
"Sheet1_raw_header","20251104_FJ_F179_",1
"Sheet1_raw_header","20251107_2_",1
"Sheet1_raw_header","20260527__1",1
"Sheet1_raw_header","20260527__10",1
"Sheet1_raw_header","20260527__100",1
"Sheet1_raw_header","20260527__101",1
"Sheet1_raw_header","20260527__102",1
"Sheet1_raw_header","20260527__103",1
"Sheet1_raw_header","20260527__104",1
"Sheet1_raw_header","20260527__105",1
"Sheet1_raw_header","20260527__106",1
"Sheet1_raw_header","20260527__11",1
"Sheet1_raw_header","20260527__12",1
"Sheet1_raw_header","20260527__121",1
"Sheet1_raw_header","20260527__122",1
"Sheet1_raw_header","20260527__123",1
"Sheet1_raw_header","20260527__124",1
"Sheet1_raw_header","20260527__125",1
"Sheet1_raw_header","20260527__126",1
"Sheet1_raw_header","20260527__128",1
"Sheet1_raw_header","20260527__129",1
"Sheet1_raw_header","20260527__13",1
"Sheet1_raw_header","20260527__130",1
"Sheet1_raw_header","20260527__131",1
"Sheet1_raw_header","20260527__132",1
"Sheet1_raw_header","20260527__135",1
"Sheet1_raw_header","20260527__136",1
"Sheet1_raw_header","20260527__137",1
"Sheet1_raw_header","20260527__138",1
"Sheet1_raw_header","20260527__139",1
"Sheet1_raw_header","20260527__14",1
"Sheet1_raw_header","20260527__140",1
"Sheet1_raw_header","20260527__141",1
"Sheet1_raw_header","20260527__142",1
"Sheet1_raw_header","20260527__143",1
"Sheet1_raw_header","20260527__144",1
"Sheet1_raw_header","20260527__145",1
"Sheet1_raw_header","20260527__146",1
"Sheet1_raw_header","20260527__147",1
"Sheet1_raw_header","20260527__148",1
"Sheet1_raw_header","20260527__149",1
"Sheet1_raw_header","20260527__15",1
"Sheet1_raw_header","20260527__150",1
"Sheet1_raw_header","20260527__151",1
"Sheet1_raw_header","20260527__152",1
"Sheet1_raw_header","20260527__153",1
"Sheet1_raw_header","20260527__154",1
"Sheet1_raw_header","20260527__155",1
"Sheet1_raw_header","20260527__156",1
"Sheet1_raw_header","20260527__157",1
"Sheet1_raw_header","20260527__158",1
"Sheet1_raw_header","20260527__159",1
"Sheet1_raw_header","20260527__16",1
"Sheet1_raw_header","20260527__160",1
"Sheet1_raw_header","20260527__161",1
"Sheet1_raw_header","20260527__162",1
"Sheet1_raw_header","20260527__163",1
"Sheet1_raw_header","20260527__164",1
"Sheet1_raw_header","20260527__165",1
"Sheet1_raw_header","20260527__166",1
"Sheet1_raw_header","20260527__167",1
"Sheet1_raw_header","20260527__168",1
"Sheet1_raw_header","20260527__169",1
"Sheet1_raw_header","20260527__17",1
"Sheet1_raw_header","20260527__170",1
"Sheet1_raw_header","20260527__171",1
"Sheet1_raw_header","20260527__18",1
"Sheet1_raw_header","20260527__19",1
"Sheet1_raw_header","20260527__2",1
"Sheet1_raw_header","20260527__20",1
"Sheet1_raw_header","20260527__21",1
"Sheet1_raw_header","20260527__22",1
"Sheet1_raw_header","20260527__23",1
"Sheet1_raw_header","20260527__24",1
"Sheet1_raw_header","20260527__25",1
"Sheet1_raw_header","20260527__26",1
"Sheet1_raw_header","20260527__27",1
"Sheet1_raw_header","20260527__28",1
"Sheet1_raw_header","20260527__29",1
"Sheet1_raw_header","20260527__3",1
"Sheet1_raw_header","20260527__30",1
"Sheet1_raw_header","20260527__31",1
"Sheet1_raw_header","20260527__32",1
"Sheet1_raw_header","20260527__33",1
"Sheet1_raw_header","20260527__34",1
"Sheet1_raw_header","20260527__35",1
"Sheet1_raw_header","20260527__36",1
"Sheet1_raw_header","20260527__37",1
"Sheet1_raw_header","20260527__38",1
"Sheet1_raw_header","20260527__39",1
"Sheet1_raw_header","20260527__4",1
"Sheet1_raw_header","20260527__40",1
"Sheet1_raw_header","20260527__41",1
"Sheet1_raw_header","20260527__42",1
"Sheet1_raw_header","20260527__43",1
"Sheet1_raw_header","20260527__44",1
"Sheet1_raw_header","20260527__46",1
"Sheet1_raw_header","20260527__47",1
"Sheet1_raw_header","20260527__5",1
"Sheet1_raw_header","20260527__50",1
"Sheet1_raw_header","20260527__51",1
"Sheet1_raw_header","20260527__52",1
"Sheet1_raw_header","20260527__53",1
"Sheet1_raw_header","20260527__55",1
"Sheet1_raw_header","20260527__56",1
"Sheet1_raw_header","20260527__59",1
"Sheet1_raw_header","20260527__6",1
"Sheet1_raw_header","20260527__60",1
"Sheet1_raw_header","20260527__62",1
"Sheet1_raw_header","20260527__64",1
"Sheet1_raw_header","20260527__65",1
"Sheet1_raw_header","20260527__66",1
"Sheet1_raw_header","20260527__67",1
"Sheet1_raw_header","20260527__68",1
"Sheet1_raw_header","20260527__69",1
"Sheet1_raw_header","20260527__7",1
"Sheet1_raw_header","20260527__71",1
"Sheet1_raw_header","20260527__72",1
