"PG.ProteinGroups","PG.Genes","PG.ProteinDescriptions","PG.ProteinNames","PG.CV","PG.Qvalue","PG.MolecularWeight","Control_detected_n","Control_total_n","Control_detection_rate","Short_detected_n","Short_total_n","Short_detection_rate","Long_detected_n","Long_total_n","Long_detection_rate","In_detection_analysis_universe","Contrast","Abundance_log2FC","Abundance_FDR","Detection_logOR","Detection_FDR","Detection_model_status","Detection_analysis_status","Detection_rate_difference","Abundance_evidence","Detection_evidence","Evidence","Plotted_jointly","Abundance_status","Rank","Detection_status"
"Q9NY33","DPP3","Dipeptidyl peptidase 3","DPP3_HUMAN",1.11242523538393,0.0073810825587752,"82589.16",104,153,0.679738562091503,107,186,0.575268817204301,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.50845268531403,0.978039251294321,"ok","ok",-0.104469744887202,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",17,"Not significant"
"O14744","PRMT5","Protein arginine N-methyltransferase 5","ANM5_HUMAN",0.726355189077523,0.0073810825587752,"72683.86",108,153,0.705882352941177,112,186,0.602150537634409,107,176,0.607954545454545,TRUE,"Low_vs_Control",,,-0.351305528428854,1,"ok","ok",-0.103731815306768,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",18,"Not significant"
"Q9Y6F6","IRAG1","Inositol 1,4,5-triphosphate receptor associated 1","IRAG1_HUMAN",2.17796433221299,0.006765899864682,"97957.13",106,153,0.69281045751634,110,186,0.591397849462366,108,176,0.613636363636364,TRUE,"Low_vs_Control",,,-0.413417514773906,1,"ok","ok",-0.101412608053974,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",19,"Not significant"
"P16989","YBX3","Y-box-binding protein 3","YBOX3_HUMAN",1.19563925761571,0.0016233766233766,"40089.95",114,153,0.745098039215686,120,186,0.645161290322581,116,176,0.659090909090909,TRUE,"Low_vs_Control",,,-0.467738021794787,1,"ok","ok",-0.0999367488931057,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",20,"Not significant"
"P31943","HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","HNRH1_HUMAN",1.70905661194274,0.0072727272727272,"49229.46",99,153,0.647058823529412,102,186,0.548387096774194,102,176,0.579545454545455,TRUE,"Low_vs_Control",,,-0.524355331793097,0.884334119303406,"ok","ok",-0.0986717267552183,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",21,"Not significant"
"Q12860","CNTN1","Contactin-1","CNTN1_HUMAN",0.951120169026325,0.0058910162002945,"113320.41",121,153,0.790849673202614,129,186,0.693548387096774,127,176,0.721590909090909,TRUE,"Low_vs_Control",,,-0.410561031580457,1,"ok","ok",-0.0973012861058401,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",22,"Not significant"
"O60229","KALRN","Kalirin","KALRN_HUMAN",1.12250623268907,0.0016233766233766,"340260.99",120,153,0.784313725490196,128,186,0.688172043010753,133,176,0.755681818181818,TRUE,"Low_vs_Control",,,-0.620461309640283,0.858048581626581,"ok","ok",-0.0961416824794433,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",23,"Not significant"
"P49720","PSMB3","Proteasome subunit beta type-3","PSB3_HUMAN",1.09743882780573,0.0072727272727272,"22948.88",120,153,0.784313725490196,128,186,0.688172043010753,124,176,0.704545454545455,TRUE,"Low_vs_Control",,,-0.450638147019019,1,"ok","ok",-0.0961416824794433,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",24,"Not significant"
"P54725","RAD23A","Lysine-specific demethylase RAD23A","RD23A_HUMAN",0.92957079785596,0.0073810825587752,"39609.2",91,153,0.594771241830065,93,186,0.5,108,176,0.613636363636364,TRUE,"Low_vs_Control",,,-0.407061983632546,1,"ok","ok",-0.0947712418300654,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",25,"Not significant"
"P02724","GYPA","Glycophorin-A","GLPA_HUMAN",1.00461010864599,0.0073810825587752,"16429.62",104,153,0.679738562091503,109,186,0.586021505376344,81,176,0.460227272727273,TRUE,"Low_vs_Control",,,-0.277152412626694,1,"ok","ok",-0.0937170567151592,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",26,"Not significant"
"O60506","SYNCRIP","Heterogeneous nuclear ribonucleoprotein Q","HNRPQ_HUMAN",1.38558537343758,0.0040983606557377,"69602.62",108,153,0.705882352941177,114,186,0.612903225806452,104,176,0.590909090909091,TRUE,"Low_vs_Control",,,-0.35545075672048,1,"ok","ok",-0.0929791271347249,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",27,"Not significant"
"P16402","H1-3","Histone H1.3","H13_HUMAN",2.9167378221426,0.0073810825587752,"22349.9",107,153,0.699346405228758,113,186,0.60752688172043,124,176,0.704545454545455,TRUE,"Low_vs_Control",,,-0.209987706551889,1,"ok","ok",-0.091819523508328,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",28,"Not significant"
"Q8IUD2","ERC1","ELKS/Rab6-interacting/CAST family member 1","RB6I2_HUMAN",0.770915963353901,0.0040983606557377,"128086.39",97,153,0.633986928104575,101,186,0.543010752688172,100,176,0.568181818181818,TRUE,"Low_vs_Control",,,-0.330491677760995,1,"ok","ok",-0.0909761754164031,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",29,"Not significant"
"Q14558","PRPSAP1","Phosphoribosyl pyrophosphate synthase-associated protein 1","KPRA_HUMAN",0.669604557009695,0.0040983606557377,"39393.71",119,153,0.777777777777778,128,186,0.688172043010753,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.430437756616313,1,"ok","ok",-0.089605734767025,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",30,"Not significant"
"Q8TBY9","CFAP251","Cilia- and flagella-associated protein 251","CF251_HUMAN",1.11406649632955,0.0073810825587752,"129951.95",119,153,0.777777777777778,128,186,0.688172043010753,125,176,0.710227272727273,TRUE,"Low_vs_Control",,,-0.627268337150737,0.858048581626581,"ok","ok",-0.089605734767025,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",31,"Not significant"
"P54727","RAD23B","Lysine-specific demethylase RAD23B","RD23B_HUMAN",1.27386965276879,0.0040983606557377,"43171.18",116,153,0.758169934640523,125,186,0.672043010752688,117,176,0.664772727272727,TRUE,"Low_vs_Control",,,-0.502201898056415,1,"ok","ok",-0.0861269238878347,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",32,"Not significant"
"Q9Y450","HBS1L","HBS1-like protein","HBS1L_HUMAN",1.51819187618443,0.0072727272727272,"75472.91",102,153,0.666666666666667,108,186,0.580645161290323,112,176,0.636363636363636,TRUE,"Low_vs_Control",,,-0.303280427649049,1,"ok","ok",-0.086021505376344,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",33,"Not significant"
"P20340","RAB6A","Ras-related protein Rab-6A","RAB6A_HUMAN",1.36986355402182,0.0072727272727272,"23592.78",106,153,0.69281045751634,113,186,0.60752688172043,108,176,0.613636363636364,TRUE,"Low_vs_Control",,,-0.441409904983793,1,"ok","ok",-0.0852835757959097,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",34,"Not significant"
"P63316","TNNC1","Troponin C, slow skeletal and cardiac muscles","TNNC1_HUMAN",2.91588735466227,0.0072727272727272,"18402.51",106,153,0.69281045751634,113,186,0.60752688172043,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.223011112485613,1,"ok","ok",-0.0852835757959097,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",35,"Not significant"
"P62851","RPS25","Small ribosomal subunit protein eS25","RS25_HUMAN",1.3694993315824,0.0073810825587752,"13742.13",104,153,0.679738562091503,111,186,0.596774193548387,106,176,0.602272727272727,TRUE,"Low_vs_Control",,,-0.313683422398023,1,"ok","ok",-0.0829643685431162,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",36,"Not significant"
"Q8N5C6","SRBD1","S1 RNA-binding domain-containing protein 1","SRBD1_HUMAN",0.946866640075941,0.0073810825587752,"111775.59",103,153,0.673202614379085,110,186,0.591397849462366,113,176,0.642045454545455,TRUE,"Low_vs_Control",,,-0.160300413636843,1,"ok","ok",-0.0818047649167194,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",37,"Not significant"
"Q15019","SEPTIN2","Septin-2","SEPT2_HUMAN",1.594892162655,0.006765899864682,"41487.47",114,153,0.745098039215686,124,186,0.666666666666667,119,176,0.676136363636364,TRUE,"Low_vs_Control",,,-0.349736684364231,1,"ok","ok",-0.0784313725490197,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",38,"Not significant"
"Q14137","BOP1","Ribosome biogenesis protein BOP1","BOP1_HUMAN",1.49623739838195,0.0073810825587752,"83629.52",95,153,0.620915032679739,101,186,0.543010752688172,90,176,0.511363636363636,TRUE,"Low_vs_Control",,,-0.184139218461421,1,"ok","ok",-0.0779042799915666,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",39,"Not significant"
"Q9H479","FN3K","Fructosamine-3-kinase","FN3K_HUMAN",0.862694914778189,0.0072727272727272,"35171.2",122,153,0.797385620915033,134,186,0.720430107526882,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.483073144494338,1,"ok","ok",-0.076955513388151,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",40,"Not significant"
"P84103","SRSF3","Serine/arginine-rich splicing factor 3","SRSF3_HUMAN",1.04681722550007,0.0016233766233766,"19329.59",112,153,0.73202614379085,122,186,0.655913978494624,111,176,0.630681818181818,TRUE,"Low_vs_Control",,,-0.377036211253494,1,"ok","ok",-0.076112165296226,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",41,"Not significant"
"Q96HC4","PDLIM5","PDZ and LIM domain protein 5","PDLI5_HUMAN",1.59536388930321,0.0073810825587752,"63945.1",102,153,0.666666666666667,110,186,0.591397849462366,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.388862711390789,1,"ok","ok",-0.075268817204301,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",42,"Not significant"
"Q9Y613","FHOD1","FH1/FH2 domain-containing protein 1","FHOD1_HUMAN",4.47805416266828,0.0040983606557377,"126551.32",97,153,0.633986928104575,104,186,0.559139784946237,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.40321676804254,1,"ok","ok",-0.0748471431583386,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",43,"Not significant"
"P42166","TMPO","Lamina-associated polypeptide 2, isoform alpha","LAP2A_HUMAN",2.44743049060012,0.0073810825587752,"75492.05",101,153,0.660130718954248,109,186,0.586021505376344,104,176,0.590909090909091,TRUE,"Low_vs_Control",,,-0.231585249889513,1,"ok","ok",-0.0741092135779042,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",44,"Not significant"
"P36959","GMPR","GMP reductase 1","GMPR1_HUMAN",1.02431600399085,0.0072727272727272,"37418.83",119,153,0.777777777777778,131,186,0.704301075268817,120,176,0.681818181818182,TRUE,"Low_vs_Control",,,-0.44416511299688,1,"ok","ok",-0.0734767025089605,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",45,"Not significant"
"P46109","CRKL","Crk-like protein","CRKL_HUMAN",1.71791208633845,0.0073810825587752,"33776.98",117,153,0.764705882352941,129,186,0.693548387096774,121,176,0.6875,TRUE,"Low_vs_Control",,,-0.431000320159185,1,"ok","ok",-0.0711574952561669,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",46,"Not significant"
"Q9HD67","MYO10","Unconventional myosin-X","MYO10_HUMAN",0.748892347267605,0.0073810825587752,"237346.91",117,153,0.764705882352941,129,186,0.693548387096774,114,176,0.647727272727273,TRUE,"Low_vs_Control",,,0.0288339261294104,1,"ok","ok",-0.0711574952561669,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",47,"Not significant"
"Q92619","ARHGAP45","Rho GTPase-activating protein 45","HMHA1_HUMAN",1.76207641785038,0.0040983606557377,"124614.28",112,153,0.73202614379085,123,186,0.661290322580645,118,176,0.670454545454545,TRUE,"Low_vs_Control",,,-0.363283366284827,1,"ok","ok",-0.0707358212102045,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",48,"Not significant"
"P46776","RPL27A","Large ribosomal subunit protein uL15","RL27A_HUMAN",0.650799698948969,0.0073810825587752,"16561.38",102,153,0.666666666666667,111,186,0.596774193548387,92,176,0.522727272727273,TRUE,"Low_vs_Control",,,-0.316843417531357,1,"ok","ok",-0.0698924731182795,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",49,"Not significant"
"Q15940","ZNF726P1","Putative zinc finger protein 726P1","ZNF67_HUMAN",6.48934933888002,0.0073810825587752,"22987.69",102,153,0.666666666666667,111,186,0.596774193548387,101,176,0.573863636363636,TRUE,"Low_vs_Control",,,-0.142228530781798,1,"ok","ok",-0.0698924731182795,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",50,"Not significant"
"P55854;P61956;Q6EEV6","SUMO3;SUMO2;SUMO4","Small ubiquitin-related modifier 3;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 4","SUMO3_HUMAN;SUMO2_HUMAN;SUMO4_HUMAN",1.64080705661088,0.0073810825587752,"11637.04;10871.22;10653.07",110,153,0.718954248366013,121,186,0.650537634408602,118,176,0.670454545454545,TRUE,"Low_vs_Control",,,-0.311557329010667,1,"ok","ok",-0.0684166139574109,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",51,"Not significant"
"P12277","CKB","Creatine kinase B-type","KCRB_HUMAN",2.1058023251499,0.0073810825587752,"42644.28",96,153,0.627450980392157,104,186,0.559139784946237,105,176,0.596590909090909,TRUE,"Low_vs_Control",,,-0.339387782284489,1,"ok","ok",-0.0683111954459203,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",52,"Not significant"
"O75954","TSPAN9","Tetraspanin-9","TSN9_HUMAN",0.62088801155414,0.0016233766233766,"26778.92",118,153,0.77124183006536,131,186,0.704301075268817,107,176,0.607954545454545,TRUE,"Low_vs_Control",,,-0.348329194265159,1,"ok","ok",-0.0669407547965423,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",53,"Not significant"
"P62241","RPS8","Small ribosomal subunit protein eS8","RS8_HUMAN",6.44151399917204,0.0016233766233766,"24205.18",118,153,0.77124183006536,131,186,0.704301075268817,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.258359231639097,1,"ok","ok",-0.0669407547965423,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",54,"Not significant"
"O00154","ACOT7","Cytosolic acyl coenzyme A thioester hydrolase","BACH_HUMAN",0.93681632759802,0.0072727272727272,"41796.02",98,153,0.640522875816993,107,186,0.575268817204301,99,176,0.5625,TRUE,"Low_vs_Control",,,-0.369327387069969,1,"ok","ok",-0.0652540586126923,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",55,"Not significant"
"Q15746","MYLK","Myosin light chain kinase, smooth muscle","MYLK_HUMAN",2.03382388020777,0.0072727272727272,"210715.01",107,153,0.699346405228758,118,186,0.634408602150538,123,176,0.698863636363636,TRUE,"Low_vs_Control",,,-0.30382348913501,1,"ok","ok",-0.0649378030782205,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",56,"Not significant"
"Q5XPI4","RNF123","E3 ubiquitin-protein ligase RNF123","RN123_HUMAN",0.732613556019494,0.0072727272727272,"148514.68",107,153,0.699346405228758,118,186,0.634408602150538,101,176,0.573863636363636,TRUE,"Low_vs_Control",,,-0.29943454004701,1,"ok","ok",-0.0649378030782205,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",57,"Not significant"
"P30566","ADSL","Adenylosuccinate lyase","PUR8_HUMAN",1.02181413953733,0.0040983606557377,"54889.27",106,153,0.69281045751634,117,186,0.629032258064516,117,176,0.664772727272727,TRUE,"Low_vs_Control",,,-0.372118063160174,1,"ok","ok",-0.0637781994518237,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",58,"Not significant"
"Q9BSJ8","ESYT1","Extended synaptotagmin-1","ESYT1_HUMAN",1.91202969849683,0.0040983606557377,"122856.44",106,153,0.69281045751634,117,186,0.629032258064516,112,176,0.636363636363636,TRUE,"Low_vs_Control",,,-0.414888753526011,1,"ok","ok",-0.0637781994518237,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",59,"Not significant"
"Q8WXX5","DNAJC9","DnaJ homolog subfamily C member 9","DNJC9_HUMAN",1.19447884289644,0.0072727272727272,"29909.71",92,153,0.601307189542484,100,186,0.537634408602151,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.220870497148795,1,"ok","ok",-0.0636727809403331,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",60,"Not significant"
"P33241","LSP1","Lymphocyte-specific protein 1","LSP1_HUMAN",1.99720455928968,0.0073810825587752,"37191.58",101,153,0.660130718954248,111,186,0.596774193548387,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.20599524416274,1,"ok","ok",-0.0633565254058612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",61,"Not significant"
"Q96G03","PGM2","Phosphopentomutase","PGM2_HUMAN",1.26177396506919,0.0073810825587752,"68283.39",101,153,0.660130718954248,111,186,0.596774193548387,105,176,0.596590909090909,TRUE,"Low_vs_Control",,,-0.342964043867919,1,"ok","ok",-0.0633565254058612,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",62,"Not significant"
"O95376","ARIH2","E3 ubiquitin-protein ligase ARIH2","ARI2_HUMAN",1.76663848371067,0.0040983606557377,"57818.86",95,153,0.620915032679739,104,186,0.559139784946237,97,176,0.551136363636364,TRUE,"Low_vs_Control",,,-0.161596765390073,1,"ok","ok",-0.0617752477335021,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",63,"Not significant"
"O60884","DNAJA2","DnaJ homolog subfamily A member 2","DNJA2_HUMAN",0.852119089889894,0.0072727272727272,"45745.6",98,153,0.640522875816993,108,186,0.580645161290323,111,176,0.630681818181818,TRUE,"Low_vs_Control",,,-0.344715628223838,1,"ok","ok",-0.0598777145266708,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",64,"Not significant"
"P13569","CFTR","Cystic fibrosis transmembrane conductance regulator","CFTR_HUMAN",0.930423641875648,0.0073810825587752,"168141.57",93,153,0.607843137254902,102,186,0.548387096774194,88,176,0.5,TRUE,"Low_vs_Control",,,-0.503873466818458,1,"ok","ok",-0.0594560404807084,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",65,"Not significant"
"P09496","CLTA","Clathrin light chain A","CLCA_HUMAN",1.29953793529718,0.0058910162002945,"27076.69",115,153,0.751633986928105,129,186,0.693548387096774,117,176,0.664772727272727,TRUE,"Low_vs_Control",,,-0.245305804565923,1,"ok","ok",-0.0580855998313303,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",66,"Not significant"
"Q9UBQ0","VPS29","Vacuolar protein sorting-associated protein 29","VPS29_HUMAN",1.61710565734857,0.0073810825587752,"20505.72",115,153,0.751633986928105,129,186,0.693548387096774,116,176,0.659090909090909,TRUE,"Low_vs_Control",,,-0.307671908675249,1,"ok","ok",-0.0580855998313303,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",67,"Not significant"
"P47914","RPL29","Large ribosomal subunit protein eL29","RL29_HUMAN",1.27072668549841,0.006765899864682,"17752.07",105,153,0.686274509803922,117,186,0.629032258064516,98,176,0.556818181818182,TRUE,"Low_vs_Control",,,-0.1302792849419,1,"ok","ok",-0.0572422517394054,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",68,"Not significant"
"O43847","NRDC","Nardilysin","NRDC_HUMAN",2.13470755743132,0.006765899864682,"131700.73",114,153,0.745098039215686,128,186,0.688172043010753,114,176,0.647727272727273,TRUE,"Low_vs_Control",,,-0.231462588829824,1,"ok","ok",-0.0569259962049335,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",69,"Not significant"
"P07686","HEXB","Beta-hexosaminidase subunit beta","HEXB_HUMAN",0.855704099604073,0.0073810825587752,"63137.41",114,153,0.745098039215686,128,186,0.688172043010753,109,176,0.619318181818182,TRUE,"Low_vs_Control",,,-0.164322830977441,1,"ok","ok",-0.0569259962049335,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",70,"Not significant"
"P41240","CSK","Tyrosine-protein kinase CSK","CSK_HUMAN",1.75512221835968,0.0072727272727272,"50704.34",123,153,0.803921568627451,139,186,0.747311827956989,122,176,0.693181818181818,TRUE,"Low_vs_Control",,,-0.457729019221454,1,"ok","ok",-0.0566097406704618,,FALSE,"Not jointly evaluable",FALSE,"outside_core_quantitative_set",71,"Not significant"
